文件名,思维链ID,catalog,show_name,测试数据内容,测试维度,子维度,测试数据编号,匹配数量,arm匹配数量,x86匹配数量,ds_arm_1763465633,ds_arm_1763473579,ds_arm_1763481480,ds_arm_1763489334,ds_arm_1763497259,ds_arm_1763505166,ds_arm_1763513051,ds_arm_1763520920,ds_arm_1763528836,ds_x86_1763465597,ds_x86_1763471092,ds_x86_1763476565,ds_x86_1763482028,ds_x86_1763487471,ds_x86_1763492916,ds_x86_1763498413,ds_x86_1763503903,ds_x86_1763509373
optimization_ds.csv,30,optimization,换热网络与换热器综合性能评估流程,能效提升项目评估，帮我评估换热网络及换热器性能,实际工况适配性,全工况场景,2030/6/5,18,9,9,换热网络与换热器综合性能评估流程,换热网络与换热器综合性能评估流程,换热网络与换热器综合性能评估流程,换热网络与换热器综合性能评估流程,换热网络与换热器综合性能评估流程,换热网络与换热器综合性能评估流程,换热网络与换热器综合性能评估流程,换热网络与换热器综合性能评估流程,换热网络与换热器综合性能评估流程,换热网络与换热器综合性能评估流程,换热网络与换热器综合性能评估流程,换热网络与换热器综合性能评估流程,换热网络与换热器综合性能评估流程,换热网络与换热器综合性能评估流程,换热网络与换热器综合性能评估流程,换热网络与换热器综合性能评估流程,换热网络与换热器综合性能评估流程,换热网络与换热器综合性能评估流程
optimization_ds.csv,31,optimization,换热器改造流程（不改变网络结构）,请帮我在不改变现有换热网络结构的前提下，进行改造,场景与功能全覆盖,直接复用语料,2031/1/1,18,9,9,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）
optimization_ds.csv,31,optimization,换热器改造流程（不改变网络结构）,请帮我在不改变现有换热网络结构的前提下，进行改造，改造的目标是年度效益最大_运行费用最低,场景与功能全覆盖,直接复用语料,2031/1/2,0,0,0,,,,,,,,,,,,,,,,,,
optimization_ds.csv,31,optimization,换热器改造流程（不改变网络结构）,请帮我在不改变现有换热网络结构的前提下，进行改造,场景与功能全覆盖,直接复用语料,2031/1/3,18,9,9,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）
optimization_ds.csv,31,optimization,换热器改造流程（不改变网络结构）,请帮我在不改变现有换热网络结构的前提下，进行改造，改造的目标是年度效益最大_运行费用最低,场景与功能全覆盖,直接复用语料,2031/1/4,0,0,0,,,,,,,,,,,,,,,,,,
optimization_ds.csv,31,optimization,换热器改造流程（不改变网络结构）,请帮我在不改变现有换热网络结构的前提下，进行改造,场景与功能全覆盖,直接复用语料,2031/1/5,18,9,9,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）
optimization_ds.csv,31,optimization,换热器改造流程（不改变网络结构）,执行换热器改造流程，保持现有换热网络结构不变,输入表述形态多样性,专业规范表述,2031/2/1,18,9,9,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）
optimization_ds.csv,31,optimization,换热器改造流程（不改变网络结构）,换热器改造方案设计，不改变换热网络拓扑结构,输入表述形态多样性,专业规范表述,2031/2/2,14,9,5,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,,,,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,
optimization_ds.csv,31,optimization,换热器改造流程（不改变网络结构）,在现有换热网络结构框架内进行换热器改造,输入表述形态多样性,专业规范表述,2031/2/3,18,9,9,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）
optimization_ds.csv,31,optimization,换热器改造流程（不改变网络结构）,换热器改造优化，维持原换热网络结构,输入表述形态多样性,专业规范表述,2031/2/4,18,9,9,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）
optimization_ds.csv,31,optimization,换热器改造流程（不改变网络结构）,不改变网络结构的换热器改造方案,输入表述形态多样性,专业规范表述,2031/2/5,18,9,9,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）
optimization_ds.csv,31,optimization,换热器改造流程（不改变网络结构）,换热器改造，不改变网络结构,输入表述形态多样性,口语化简化表述,2031/3/1,18,9,9,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）
optimization_ds.csv,31,optimization,换热器改造流程（不改变网络结构）,改造换热器，网络结构不变,输入表述形态多样性,口语化简化表述,2031/3/2,18,9,9,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）
optimization_ds.csv,31,optimization,换热器改造流程（不改变网络结构）,换热器优化改造，保持原网络,输入表述形态多样性,口语化简化表述,2031/3/3,18,9,9,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）
optimization_ds.csv,31,optimization,换热器改造流程（不改变网络结构）,不改变结构，只改造换热器,输入表述形态多样性,口语化简化表述,2031/3/4,18,9,9,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）
optimization_ds.csv,31,optimization,换热器改造流程（不改变网络结构）,换热器改造，网络拓扑不变,输入表述形态多样性,口语化简化表述,2031/3/5,18,9,9,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）
optimization_ds.csv,31,optimization,换热器改造流程（不改变网络结构）,查询换热器当前状态（非改造）,意图边界与歧义性,相似意图区分,2031/4/1,0,0,0,换热器单体性能评估流程,换热器单体性能评估流程,换热器单体性能评估流程,换热器单体性能评估流程,换热器单体性能评估流程,换热器单体性能评估流程,换热器单体性能评估流程,换热器单体性能评估流程,换热器单体性能评估流程,换热器单体性能评估流程,换热器单体性能评估流程,换热器单体性能评估流程,换热器单体性能评估流程,换热器单体性能评估流程,换热器单体性能评估流程,换热器单体性能评估流程,换热器单体性能评估流程,换热器单体性能评估流程
optimization_ds.csv,31,optimization,换热器改造流程（不改变网络结构）,请帮我在不改变现有换热网络结构的前提下，进行改造（核心意图）,意图边界与歧义性,相似意图区分,2031/4/2,18,9,9,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）
optimization_ds.csv,31,optimization,换热器改造流程（不改变网络结构）,重新设计换热网络（非不改变结构改造）,意图边界与歧义性,相似意图区分,2031/4/3,18,9,9,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）
optimization_ds.csv,31,optimization,换热器改造流程（不改变网络结构）,优化换热网络结构（非不改变结构改造）,意图边界与歧义性,相似意图区分,2031/4/4,18,9,9,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）
optimization_ds.csv,31,optimization,换热器改造流程（不改变网络结构）,更换换热网络设备（非不改变结构改造）,意图边界与歧义性,相似意图区分,2031/4/5,9,9,0,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,,,,,,,,,
optimization_ds.csv,31,optimization,换热器改造流程（不改变网络结构）,装置布局限制严格，请帮我在不改变现有换热网络结构的前提下，进行改造,干扰因素与鲁棒性,冗余信息叠加,2031/5/1,9,9,0,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,,,,,,,,,
optimization_ds.csv,31,optimization,换热器改造流程（不改变网络结构）,投资预算有限，只能局部改造，请帮我在不改变现有换热网络结构的前提下，进行改造，改造的目标是年度效益最大_运行费用最低,干扰因素与鲁棒性,冗余信息叠加,2031/5/2,0,0,0,,,,,,,,,,,,,,,,,,
optimization_ds.csv,31,optimization,换热器改造流程（不改变网络结构）,施工周期紧张，请帮我在不改变现有换热网络结构的前提下，进行改造,干扰因素与鲁棒性,冗余信息叠加,2031/5/3,0,0,0,,,,,,,,,,,,,,,,,,
optimization_ds.csv,31,optimization,换热器改造流程（不改变网络结构）,管道布置复杂，请帮我在不改变现有换热网络结构的前提下，进行改造，改造的目标是年度效益最大_运行费用最低,干扰因素与鲁棒性,冗余信息叠加,2031/5/4,0,0,0,,,,,,,,,,,,,,,,,,
optimization_ds.csv,31,optimization,换热器改造流程（不改变网络结构）,工艺要求保持现有流程，请帮我在不改变现有换热网络结构的前提下，进行改造,干扰因素与鲁棒性,冗余信息叠加,2031/5/5,18,9,9,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）
optimization_ds.csv,31,optimization,换热器改造流程（不改变网络结构）,装置小修期间，请帮我在不改变现有换热网络结构的前提下，进行改造,实际工况适配性,全工况场景,2031/6/1,9,9,0,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,,,,,,,,,
optimization_ds.csv,31,optimization,换热器改造流程（不改变网络结构）,节能改造项目，请帮我在不改变现有换热网络结构的前提下，进行改造，改造的目标是年度效益最大_运行费用最低,实际工况适配性,全工况场景,2031/6/2,0,0,0,,,,,,,,,,,,,,,,,,
optimization_ds.csv,31,optimization,换热器改造流程（不改变网络结构）,设备更新需求，请帮我在不改变现有换热网络结构的前提下，进行改造,实际工况适配性,全工况场景,2031/6/3,16,9,7,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,,,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）
optimization_ds.csv,31,optimization,换热器改造流程（不改变网络结构）,性能提升要求，请帮我在不改变现有换热网络结构的前提下，进行改造，改造的目标是年度效益最大_运行费用最低,实际工况适配性,全工况场景,2031/6/4,0,0,0,,,,,,,,,,,,,,,,,,
optimization_ds.csv,31,optimization,换热器改造流程（不改变网络结构）,运行优化期，请帮我在不改变现有换热网络结构的前提下，进行改造,实际工况适配性,全工况场景,2031/6/5,9,9,0,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,换热器改造流程（不改变网络结构）,,,,,,,,,
optimization_ds.csv,32,optimization,换热网络全局改造流程（最大收益目标）,请帮我对换热网络进行全局改造，目标是年度化改造收益最大,场景与功能全覆盖,直接复用语料,2032/1/1,18,9,9,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）
optimization_ds.csv,32,optimization,换热网络全局改造流程（最大收益目标）,请帮我对换热网络进行全局改造，目标是年度化改造收益最大,场景与功能全覆盖,直接复用语料,2032/1/2,18,9,9,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）
optimization_ds.csv,32,optimization,换热网络全局改造流程（最大收益目标）,请帮我对换热网络进行全局改造，目标是年度化改造收益最大,场景与功能全覆盖,直接复用语料,2032/1/3,18,9,9,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）
optimization_ds.csv,32,optimization,换热网络全局改造流程（最大收益目标）,请帮我对换热网络进行全局改造，目标是年度化改造收益最大,场景与功能全覆盖,直接复用语料,2032/1/4,18,9,9,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）
optimization_ds.csv,32,optimization,换热网络全局改造流程（最大收益目标）,请帮我对换热网络进行全局改造，目标是年度化改造收益最大,场景与功能全覆盖,直接复用语料,2032/1/5,18,9,9,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）
optimization_ds.csv,32,optimization,换热网络全局改造流程（最大收益目标）,执行换热网络全局改造，目标年度化改造收益最大化,输入表述形态多样性,专业规范表述,2032/2/1,18,9,9,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）
optimization_ds.csv,32,optimization,换热网络全局改造流程（最大收益目标）,换热网络全局改造方案设计，追求年度收益最大,输入表述形态多样性,专业规范表述,2032/2/2,18,9,9,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）
optimization_ds.csv,32,optimization,换热网络全局改造流程（最大收益目标）,全局改造换热网络，优化目标为年度化收益最大,输入表述形态多样性,专业规范表述,2032/2/3,18,9,9,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）
optimization_ds.csv,32,optimization,换热网络全局改造流程（最大收益目标）,换热网络全面改造，以年度收益最大为导向,输入表述形态多样性,专业规范表述,2032/2/4,18,9,9,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）,换热网络全局改造流程（最大收益目标）
